,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
112,Down and Out,#unknown,12.0,431792.8,184813.7,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,133,#unknown,27.0,431640.2,185447.0
113,Win94,duongpc,8.0,376656.4,433869.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,293,WDXYJ,19.0,378991.8,445584.5
114,AKM,SylarBreak,23.0,438738.1,280966.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,121,MountainMo,20.0,439108.5,280929.3
115,Down and Out,651651646,1.0,398383.3,280131.0,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,268,#unknown,20.0,432857.9,278070.8
116,Falling,,,,,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,864,#unknown,11.0,308988.8,397375.0
117,AKM,#unknown,11.0,314694.8,357176.9,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,618,#unknown,11.0,314933.5,357130.6
118,Win94,#unknown,11.0,314835.7,357184.0,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,562,#unknown,11.0,314902.3,357083.8
119,Grenade,#unknown,3.0,510511.3,426254.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1197,#unknown,3.0,510892.3,426137.0
120,Grenade,#unknown,3.0,510511.3,426254.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1198,#unknown,3.0,510511.3,426254.8
121,M416,#unknown,20.0,436263.6,281389.4,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,112,ANDWERCC,24.0,436283.3,281157.0
122,Mk14,651651646,1.0,349797.6,343848.1,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1054,Limbo_Yamato,8.0,370250.8,428695.5
123,Down and Out,651651646,1.0,349380.6,327626.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1021,H-Sii,8.0,366575.8,424470.9
124,S1897,PiPiGoat,12.0,423685.9,187566.7,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,133,laoyumiPTQ,27.0,424296.1,187408.5
125,Down and Out,651651646,1.0,348903.1,332489.3,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1054,duongpc,8.0,370948.3,426918.9
126,SCAR-L,#unknown,12.0,408406.3,181823.0,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,331,196pay,18.0,403565.2,194126.5
127,UMP9,a7-Gg,23.0,439117.9,279917.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,112,Qingdaoizzz,25.0,439285.2,280126.5
128,Mini 14,651651646,1.0,356686.9,318206.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,956,Kuang-Long,9.0,302778.0,388733.7
129,Kar98k,651651646,1.0,381091.5,280262.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,780,SuperViolent,12.0,407818.1,249801.2
130,UMP9,ANDWERCC,24.0,435831.1,281338.4,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,98,QuY-BeO---,22.0,435850.6,281199.5
131,Down and Out,651651646,1.0,369531.2,346066.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1150,Sojumoney,4.0,441372.2,278914.8
132,M416,#unknown,20.0,439105.6,281907.3,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,143,LZ_110,25.0,437961.1,281811.8
133,S12K,lvmeng0816,17.0,428125.0,528350.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,307,Dme2626,3.0,428281.9,528305.8
134,Down and Out,651651646,1.0,435051.1,277987.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,392,ZETOUMAN,16.0,382624.2,294759.2
135,AKM,#unknown,20.0,433972.8,278884.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,88,pocAKA,24.0,433841.8,278845.4
136,Mk14,651651646,1.0,408880.8,349960.4,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1229,gengxiansheng2,2.0,497402.4,338071.1
137,Mini 14,651651646,1.0,435055.3,278191.3,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,379,1chijikuangmo4,16.0,387036.5,289082.6
138,M416,duongpc,8.0,361243.8,426482.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,884,HuYa-BaiWan,10.0,360515.6,426484.0
139,Punch,Lance688,5.0,156519.9,748896.1,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,131,#unknown,24.0,156584.9,748848.9
140,Mini 14,651651646,1.0,399748.9,280271.7,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,268,#unknown,20.0,436077.3,277131.2
141,Down and Out,651651646,1.0,367694.1,347067.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1135,Lance688,5.0,428017.2,352709.7
142,M416,a7-Gg,23.0,438985.1,280929.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,175,#unknown,24.0,438000.1,280768.4
143,Down and Out,#unknown,3.0,426597.6,527244.9,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,337,lvmeng0816,17.0,427986.8,528003.4
144,Mini 14,651651646,1.0,399309.9,280001.3,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,242,#unknown,16.0,364753.3,264299.8
145,Mini 14,651651646,1.0,357792.8,316386.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,949,shanghun666,9.0,303033.2,388596.6
146,Mk14,651651646,1.0,349622.4,343851.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1057,zhoujiayii,7.0,306277.2,296357.3
147,Mk14,651651646,1.0,411564.1,350015.9,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1238,longhhfff,2.0,501248.5,335640.2
148,Mini 14,651651646,1.0,400426.8,280825.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,235,zhazhahohoho,27.0,345621.2,289973.4
149,UMP9,huliruichiji,1.0,423457.1,284537.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,102,LIULIANYEYE,25.0,423147.8,284534.5
150,M416,#unknown,20.0,436053.6,277356.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,266,yueliandiyi,,435970.3,276158.9
151,AKM,#unknown,20.0,434207.5,278294.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,214,ngao97,22.0,434767.5,276146.6
152,P18C,SuperViolent,12.0,435204.6,199399.0,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,119,14587,27.0,434637.3,199349.3
153,Mk14,651651646,1.0,367865.8,346982.5,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1135,F4-DWW,5.0,427656.8,352313.9
154,Mini 14,651651646,1.0,368985.0,288802.7,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,826,GUCHUNYU5,6.0,393933.7,384166.6
155,Grenade,#unknown,3.0,0.0,0.0,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1198,#unknown,3.0,510431.3,426255.4
156,Punch,leizong725,5.0,159401.3,748228.3,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,129,piaoyulingfeng,27.0,0.0,0.0
157,Mini 14,651651646,1.0,439048.4,277051.5,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,458,nainaigeshao,13.0,537675.6,265803.9
158,Down and Out,651651646,1.0,355255.8,320329.0,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1049,FengShao886,7.0,276280.3,336031.5
159,Down and Out,651651646,1.0,357862.1,316294.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,954,YZ--baby,9.0,302725.9,388568.8
160,Mk14,651651646,1.0,349600.2,343715.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1053,MrNhac,8.0,366597.9,424757.6
161,Down and Out,651651646,1.0,367168.4,347017.9,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1135,leizong725,5.0,427997.6,352348.0
162,Mk14,651651646,1.0,409258.6,349923.0,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1231,Arthur_qingge,2.0,490124.9,345535.1
163,Down and Out,#unknown,20.0,436029.6,277425.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,345,huliruichiji,,436222.8,276604.6
164,Machete,#unknown,3.0,416759.2,522495.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,291,dj443,17.0,415468.6,519844.3
165,Punch,leizong725,5.0,159575.7,746905.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,135,Elephant_0516,27.0,0.0,0.0
166,Mini 14,651651646,1.0,368923.2,291673.5,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,839,god-xiaotao,6.0,391800.4,381703.0
167,Mk14,651651646,1.0,427982.3,352783.3,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1287,CHniawansui,2.0,497025.2,338898.2
168,Down and Out,Dme2626,3.0,427755.1,530466.1,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,327,TAKEN585,17.0,427327.5,524542.2
169,Mini 14,651651646,1.0,438326.3,276866.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,440,EXT--reme,27.0,400964.7,244159.8
170,SKS,#unknown,3.0,427291.3,528331.9,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,337,SOYIZEI888,17.0,425796.0,525071.3
171,Mini 14,651651646,1.0,354696.2,320681.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,968,#unknown,7.0,278331.2,337158.8
172,Mini 14,651651646,1.0,439048.4,277051.5,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,459,Zxiaoji,13.0,537582.9,265643.9
173,Mini 14,651651646,1.0,356611.6,318301.3,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,957,JDchouchang,9.0,302657.2,388297.8
174,Win94,651651646,1.0,435051.1,277987.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,392,DOUDOU--BONG,16.0,386367.4,288031.6
175,Grenade,Guitar18,13.0,534755.5,263761.0,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,593,Guitar18,13.0,534755.5,263761.0
176,Tommy Gun,Limbo_Yamato,8.0,371871.3,443656.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,288,Wzy_wzzzzzzz,19.0,369983.8,443110.5
177,M416,#unknown,20.0,439052.2,280409.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,178,a7-Gg,23.0,438749.1,280713.5
178,P1911,GGGGhuang,1.0,438874.5,277042.0,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,109,#unknown,20.0,438972.5,277455.3
179,Down and Out,Malcolm_x,9.0,496989.8,312569.7,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1035,Relugar,22.0,497385.4,331528.2
180,M16A4,Malcolm_x,9.0,496989.8,312569.7,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1035,LiPoBattery,22.0,497819.4,331981.3
181,AKM,G_Berg,7.0,460416.7,414748.8,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1422,cornsour,16.0,459817.9,414426.3
182,AKM,Lukesnake17,20.0,488034.1,347220.3,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1210,Homebrw,9.0,487444.2,347651.0
183,SKS,AlooGobi,2.0,501062.9,425078.6,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1818,Powfa,3.0,493043.4,434458.1
184,M416,Powfa,3.0,495501.2,429826.2,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1766,kittykat6,6.0,495755.7,438322.0
185,Down and Out,Snowzcone,44.0,466173.1,642295.2,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,92,GoochSlapper69,49.0,466214.9,641051.5
186,M416,DevilBlood35,1.0,512029.6,450259.2,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1579,Malcolm_x,9.0,509867.3,437920.8
187,Down and Out,,,,,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1646,Naksam,8.0,475198.1,426731.2
188,S1897,MaelstromPhoenix,14.0,446553.8,621515.8,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,105,df434,46.0,446698.3,621034.1
189,M416,AlooGobi,2.0,503140.7,433313.3,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1881,drphildidurmom,3.0,498006.2,437488.8
190,AKM,SinisterJake,17.0,608792.0,479479.8,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,405,hunter8888,32.0,608422.8,478874.8
191,P92,Homebrw,9.0,354734.6,397039.7,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,279,redevilzz,38.0,353669.1,397544.6
192,Falling,KnightOfGwyn,1.0,381840.7,424408.4,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,719,KnightOfGwyn,,381840.7,424408.4
193,Micro UZI,NoMersee,26.0,337859.9,160601.2,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,166,k3mple,42.0,339345.6,160269.6
194,SCAR-L,Price,4.0,425943.7,425374.7,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1427,SubliminalKi11,15.0,420891.6,432304.6
195,SKS,Malcolm_x,9.0,483222.9,345753.8,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1320,PapaWink,5.0,462537.2,333383.4
196,SCAR-L,Price,4.0,426267.9,425472.6,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1423,RyanJames92192,15.0,417302.6,431821.8
197,M416,biubiu_RNG,43.0,451052.9,629640.1,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,158,Sergiu_1988,37.0,450792.1,629575.1
198,SCAR-L,DruggyWitHoes,14.0,443493.3,625540.4,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,358,ImHideOnBush,35.0,443663.6,624165.9
199,Down and Out,DevilBlood35,1.0,549587.6,594442.8,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,463,Post-0_0-Malone,31.0,552512.1,594664.4
200,Tommy Gun,danielH0529,35.0,431516.6,636198.3,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,89,LIVINTHEPUGLIFE,48.0,433497.2,635122.9
201,Grenade,danielH0529,35.0,443659.8,623592.1,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,354,MaelstromPhoenix,14.0,444418.6,624538.6
202,AKM,XxSWAGFISHxX,16.0,459874.5,415081.1,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1359,SinisterJake,17.0,454229.3,425443.1
203,M16A4,T4GY0URE1T,10.0,418100.5,384076.3,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1326,Hemp_Cone,17.0,418285.2,390129.1
204,Bluezone,,,,,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1646,Daggerbooze,8.0,468805.0,430984.8
205,Punch,MitsuhaSakura,41.0,464406.3,640754.9,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,92,PutMeInOpTic,49.0,464351.3,640805.6
206,SCAR-L,Price,4.0,448660.3,446969.6,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1514,Diezel420,10.0,449527.3,418707.9
207,M416,DevilBlood35,1.0,510092.7,437654.8,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1802,Price,4.0,505057.9,442163.2
208,AKM,SinisterJake,17.0,549784.7,455996.3,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,794,ALEKSERZ,25.0,548009.1,455568.8
209,Bluezone,,,,,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1788,Wildo,4.0,498605.2,442824.2
210,Down and Out,UnknownJester,1.0,380997.1,424004.4,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,721,UnknownJester,,380997.1,424004.4
211,SCAR-L,Price,4.0,442933.5,439911.3,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1471,DruggyWitHoes,14.0,450018.6,456286.8
212,Mini 14,B0nD0k,37.0,446881.4,629891.8,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,89,2Sick,43.0,446780.2,629792.2
213,Down and Out,Joki123321,36.0,414960.3,293064.0,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,221,mdzzcnmlgb,40.0,414813.2,293085.9
214,AKM,drphildidurmom,3.0,467323.7,369631.3,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1100,Extazy_,21.0,469079.2,369980.0
215,M16A4,ClaudeAuditore,19.0,373596.3,169088.4,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,723,NoMersee,26.0,369566.1,167941.1
216,Down and Out,ClaudeAuditore,19.0,374024.1,168617.3,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,723,TSGxGRAVE,26.0,369965.7,168535.6
217,Micro UZI,NoMersee,26.0,337938.6,172028.9,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,230,SavageMonkey,39.0,336816.6,173889.0
218,M416,DevilBlood35,1.0,504913.5,441667.2,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1885,AlooGobi,2.0,503132.6,433288.4
219,S12K,asfqwfqvw,47.0,432168.4,636683.8,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,104,TYMOSO,48.0,432251.5,636724.3
220,SKS,AlooGobi,2.0,445105.6,350414.8,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1288,ClaudeAuditore,19.0,447817.6,343075.6
221,Down and Out,Powfa,3.0,466951.2,369526.6,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1100,Sayonara_47,21.0,468927.8,369856.6
222,S12K,SavageMonkey,39.0,342712.8,173653.6,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,136,DPainlive,42.0,342536.6,173721.0
223,Bluezone,,,,,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1867,Spacemode,2.0,503327.2,426248.7
224,UMP9,G_Berg,7.0,410583.5,300929.2,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,302,Thanatos4,36.0,411233.6,301051.0
225,SCAR-L,berty69,7.0,460054.8,415165.3,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1421,XxSWAGFISHxX,16.0,459861.2,415005.0
226,Punch,Mr-chen2,28.0,420025.0,642216.0,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,124,coanm,24.0,420101.6,642250.4
